code,name,ipo_date,type,inst
1924015.IB,19宏财专项债01,2019-06-13,企业债,贵州宏财投资集团有限责任公司
1980183.IB,19宜春管廊债,2019-06-13,企业债,宜春市创业投资有限公司
1980180.IB,19伊川财源债,2019-06-17,企业债,伊川财源实业投资有限责任公司
152206.SH,19广鑫01,2019-06-17,企业债,广安鑫鸿投资控股有限公司
152210.SH,19宜春债,2019-06-18,企业债,宜春市创业投资有限公司
152180.SH,19靖滨债,2019-06-19,企业债,靖江市滨江新城投资开发有限公司
1980189.IB,19青州绿色债,2019-06-19,企业债,青州市宏源公有资产经营有限公司
152211.SH,19万年债,2019-06-19,企业债,江西万年国有资源投资发展股份有限公司
1980185.IB,19亚迪绿色债01,2019-06-20,企业债,比亚迪股份有限公司
1980187.IB,19咸宁城投专项债,2019-06-20,企业债,咸宁市城市建设投资开发有限公司
1980184.IB,19柯桥国投债02,2019-06-21,企业债,绍兴市柯桥区国有资产投资经营集团有限公司
111082.SZ,19木森G1,2019-06-24,企业债,木林森股份有限公司
111079.SZ,19恒逸债,2019-06-24,企业债,浙江恒逸集团有限公司
1980191.IB,19华汽债02,2019-06-24,企业债,华晨汽车集团控股有限公司
1980188.IB,19国兴债01,2019-06-24,企业债,浙江国兴投资集团有限公司
152212.SH,19伊川债,2019-06-24,企业债,伊川财源实业投资有限责任公司
1980196.IB,19杨凌城投债02,2019-06-25,企业债,杨凌城乡投资建设开发有限公司
1980197.IB,19中国诚通债转股债01,2019-06-26,企业债,中国诚通控股集团有限公司
152218.SH,H19华汽2,2019-06-26,企业债,华晨汽车集团控股有限公司
152214.SH,19国兴01,2019-06-26,企业债,浙江国兴投资集团有限公司
1980199.IB,19深圳能源绿色债02,2019-06-27,企业债,深圳能源集团股份有限公司
1980193.IB,19金东方债01,2019-06-27,企业债,连云港金东方港口投资有限公司
1980195.IB,19南宁轨交可续期债02,2019-06-27,企业债,南宁轨道交通集团有限责任公司
1980198.IB,19盐城城南债01,2019-07-01,企业债,盐城市城南新区开发建设投资有限公司
1980181.IB,19森特债01,2019-07-01,企业债,湖南森特实业投资有限公司
152217.SH,G19青州,2019-07-04,企业债,青州市宏源公有资产经营有限公司
152215.SH,19金东01,2019-07-04,企业债,连云港金东方港口投资有限公司
152213.SH,19柯桥02,2019-07-05,企业债,绍兴市柯桥区国有资产投资经营集团有限公司
1924016.IB,19潞矿绿债NPB01,2019-07-09,企业债,山西潞安矿业(集团)有限责任公司
1980201.IB,19邯郸建投债,2019-07-10,企业债,邯郸市建设投资集团有限公司
152221.SH,G19城南1,2019-07-10,企业债,盐城市城南新区开发建设投资有限公司
152171.SH,PR君山01,2019-07-10,企业债,岳阳市君山区城市建设投资有限公司
111083.SZ,19亚迪G1,2019-07-11,企业债,比亚迪股份有限公司
111084.SZ,19深能G2,2019-07-11,企业债,深圳能源集团股份有限公司
152222.SH,19邯建投,2019-07-12,企业债,邯郸市建设投资集团有限公司
1980203.IB,19钟城投债,2019-07-15,企业债,钟祥市城市建设投资公司
1980204.IB,19淄般阳债,2019-07-16,企业债,淄博般阳城市资产经营有限公司
1980206.IB,19秀湖绿色NPB,2019-07-17,企业债,嘉兴市秀湖发展投资集团有限公司
1980194.IB,19广新债01,2019-07-18,企业债,广东省广新控股集团有限公司
1980207.IB,19宜昌高新债,2019-07-18,企业债,宜昌高新投资开发有限公司
1924017.IB,19广元配建项目NPB,2019-07-19,企业债,广元市园区创业开发建设有限公司
1980210.IB,19海控债01,2019-07-23,企业债,海南省发展控股有限公司
1980216.IB,19中原豫资债01,2019-07-23,企业债,中原豫资投资控股集团有限公司
1980190.IB,19广铁绿色债02,2019-07-23,企业债,广州地铁集团有限公司
1980211.IB,19云建投债01,2019-07-23,企业债,云南省建设投资控股集团有限公司
1980212.IB,19曲经开建投债,2019-07-23,企业债,曲靖经济技术开发区建设投资集团有限公司
152216.SH,G19广铁2,2019-07-24,企业债,广州地铁集团有限公司
152226.SH,19宜高投,2019-07-24,企业债,宜昌高新投资开发有限公司
139422.SH,19般阳债,2019-07-24,企业债,淄博般阳城市资产经营有限公司
152232.SH,19钟祥债,2019-07-24,企业债,钟祥市城市建设投资公司
1980215.IB,19句容城投债,2019-07-25,企业债,句容市城市建设投资有限责任公司
1980213.IB,19蓉轨债01,2019-07-26,企业债,成都轨道交通集团有限公司
1980214.IB,19龙海债02,2019-07-26,企业债,漳州市龙海区国有资产投资经营有限公司
1980217.IB,19柳州东城债,2019-07-26,企业债,广西柳州市东城投资开发集团有限公司
1980219.IB,19北仑债01,2019-07-26,企业债,宁波市北仑区经济建设投资有限公司
152228.SH,19广控01,2019-07-29,企业债,广东省广新控股集团有限公司
1980209.IB,19南网债01,2019-07-29,企业债,中国南方电网有限责任公司
1980186.IB,19舟山金建债01,2019-07-30,企业债,舟山金建投资有限责任公司
152219.SH,19杨凌02,2019-07-30,企业债,杨凌城乡投资建设开发有限公司
152231.SH,19中豫01,2019-07-31,企业债,中原豫资投资控股集团有限公司
152223.SH,19曲经开,2019-07-31,企业债,曲靖经济技术开发区建设投资集团有限公司
152234.SH,19北仑Q1,2019-07-31,企业债,宁波市北仑区经济建设投资有限公司
152227.SH,19海控01,2019-08-01,企业债,海南省发展控股有限公司
152209.SH,G19HGY1,2019-08-01,企业债,河钢集团有限公司
152238.SH,19金建01,2019-08-01,企业债,舟山金建投资有限责任公司
1980222.IB,19龙南建投债01,2019-08-01,企业债,龙南经济技术开发区建设投资有限公司
1980225.IB,19亳州城建债,2019-08-02,企业债,亳州城建发展控股集团有限公司
1980227.IB,19秦巴新城债01,2019-08-05,企业债,四川秦巴新城投资集团有限公司
1980107.IB,19广东高速债01,2019-08-05,企业债,广东省高速公路有限公司
1924018.IB,19新昌物流项目NPB01,2019-08-05,企业债,新昌县工业园区投资发展集团有限公司
1980224.IB,19兴蜀投资债,2019-08-06,企业债,成都兴蜀投资开发有限责任公司
1980226.IB,19桂阳开发01,2019-08-06,企业债,桂阳县工业园建设开发有限公司
152229.SH,19云建01,2019-08-07,企业债,云南省建设投资控股集团有限公司
1980218.IB,19即墨专项债,2019-08-07,企业债,青岛市即墨区城市开发投资有限公司
152230.SH,19句容债,2019-08-07,企业债,句容市城市建设投资有限责任公司
152241.SH,19秦投01,2019-08-08,企业债,四川秦巴新城投资集团有限公司
152233.SH,19南网05,2019-08-08,企业债,中国南方电网有限责任公司
152240.SH,19桂发01,2019-08-08,企业债,桂阳县工业园建设开发有限公司
1980223.IB,19颍上专项债,2019-08-09,企业债,颍上县慎祥实业发展有限公司
1980208.IB,19南川城投绿色NPB,2019-08-12,企业债,重庆市南川区城市建设投资(集团)有限公司
1980234.IB,19怀工业债01,2019-08-12,企业债,怀化高新产业投资发展集团有限公司
152237.SH,19亳城建,2019-08-12,企业债,亳州城建发展控股集团有限公司
152157.SH,19粤高01,2019-08-12,企业债,广东省高速公路有限公司
1980230.IB,19扬子国投债02,2019-08-14,企业债,南京扬子国资投资集团有限责任公司
1980233.IB,19河钢绿色可续期债02,2019-08-14,企业债,河钢集团有限公司
1980231.IB,19莆田高新债,2019-08-14,企业债,莆田市高新技术产业园开发有限公司
1980168.IB,19平天湖债,2019-08-15,企业债,安徽平天湖投资控股集团有限公司
1980232.IB,19金灌债01,2019-08-15,企业债,江苏金灌投资发展集团有限公司
1980228.IB,19玉山控股债02,2019-08-15,企业债,玉山投资控股集团有限公司
1980238.IB,19大连旅泰债,2019-08-16,企业债,大连旅泰投资有限公司
152239.SH,19即墨债,2019-08-16,企业债,青岛市即墨区城市开发投资有限公司
1980240.IB,19南昌工控债01,2019-08-19,企业债,南昌工业控股集团有限公司
152245.SH,19怀工01,2019-08-19,企业债,怀化高新产业投资发展集团有限公司
1980237.IB,19东营财金债03,2019-08-19,企业债,东营区财金投资发展有限责任公司
1980243.IB,19芜湖县建投债02,2019-08-20,企业债,芜湖市湾沚建设投资有限公司
1980246.IB,19蓉兴债01,2019-08-21,企业债,成都兴城投资集团有限公司
1980239.IB,19钦州滨海专项债,2019-08-21,企业债,钦州市滨海新城投资集团有限公司
152244.SH,19扬子02,2019-08-22,企业债,南京扬子国资投资集团有限责任公司
1980242.IB,19同建社会债,2019-08-22,企业债,大同市经济建设投资集团有限责任公司
152243.SH,19兴蜀债,2019-08-22,企业债,成都兴蜀投资开发有限责任公司
1980245.IB,19金凤凰债,2019-08-22,企业债,贵州金凤凰产业投资有限公司
152248.SH,19东财03,2019-08-22,企业债,东营区财金投资发展有限责任公司
152247.SH,19昌控01,2019-08-23,企业债,南昌工业控股集团有限公司
1980241.IB,19嵊州债01,2019-08-23,企业债,嵊州市城市建设投资发展集团有限公司
1980244.IB,19浙国资债01,2019-08-26,企业债,浙江省国有资本运营有限公司
152250.SH,19平天湖,2019-08-26,企业债,安徽平天湖投资控股集团有限公司
152167.SH,19同建债,2019-08-26,企业债,大同市经济建设投资集团有限责任公司
1980250.IB,19潞矿绿债NPB02,2019-08-26,企业债,山西潞安矿业(集团)有限责任公司
152249.SH,19嵊城01,2019-08-27,企业债,嵊州市城市建设投资发展集团有限公司
1980248.IB,19南网债02,2019-08-27,企业债,中国南方电网有限责任公司
1980249.IB,19中电债01,2019-08-28,企业债,中国电子信息产业集团有限公司
152253.SH,19蓉兴01,2019-08-28,企业债,成都兴城投资集团有限公司
1980253.IB,19滨海城发债,2019-08-28,企业债,滨海县城镇建设发展有限公司
1980255.IB,19双鸭山债02,2019-08-29,企业债,双鸭山市大地城市建设开发投资有限公司
152246.SH,19金灌01,2019-08-29,企业债,江苏金灌投资发展集团有限公司
152208.SH,19森特01,2019-08-29,企业债,湖南森特实业投资有限公司
1980260.IB,19苏交债01,2019-08-30,企业债,江苏交通控股有限公司
1980254.IB,19长交绿色债01,2019-08-30,企业债,长兴交通投资集团有限公司
1980258.IB,19陕投债01,2019-09-02,企业债,陕西投资集团有限公司
1980259.IB,19陕投债02,2019-09-02,企业债,陕西投资集团有限公司
152251.SH,19金凤凰,2019-09-02,企业债,贵州金凤凰产业投资有限公司
152255.SH,19浙资01,2019-09-03,企业债,浙江省国有资本运营有限公司
152256.SH,19双鸭02,2019-09-03,企业债,双鸭山市大地城市建设开发投资有限公司
152261.SH,19滨海债,2019-09-03,企业债,滨海县城镇建设发展有限公司
152268.SH,PR遵交旅,2019-09-03,企业债,遵义交旅投资(集团)有限公司
1980265.IB,19承控绿色债,2019-09-04,企业债,承德市国控投资集团有限责任公司
152257.SH,19陕投01,2019-09-05,企业债,陕西投资集团有限公司
152258.SH,19陕投02,2019-09-05,企业债,陕西投资集团有限公司
1980262.IB,19广铁绿色债03,2019-09-05,企业债,广州地铁集团有限公司
139423.SH,19蓉轨Y1,2019-09-05,企业债,成都轨道交通集团有限公司
1980264.IB,19国兴债02,2019-09-05,企业债,浙江国兴投资集团有限公司
1980257.IB,19玉环债01,2019-09-05,企业债,玉环市国有资产投资经营集团有限公司
152242.SH,19颍上债,2019-09-05,企业债,颍上县慎祥实业发展有限公司
152252.SH,19南网06,2019-09-05,企业债,中国南方电网有限责任公司
139425.SH,G19HGY2,2019-09-06,企业债,河钢集团有限公司
152254.SH,19中电01,2019-09-06,企业债,中国电子信息产业集团有限公司
152260.SH,19苏交01,2019-09-06,企业债,江苏交通控股有限公司
152236.SH,PR19柳东,2019-09-06,企业债,广西柳州市东城投资开发集团有限公司
1980266.IB,19嘉善国投债,2019-09-09,企业债,嘉善县国有资产投资集团有限公司
152265.SH,G19广铁3,2019-09-09,企业债,广州地铁集团有限公司
152259.SH,G19长交1,2019-09-09,企业债,长兴交通投资集团有限公司
152262.SH,19国兴02,2019-09-09,企业债,浙江国兴投资集团有限公司
1980256.IB,19南平武夷债,2019-09-10,企业债,南平武夷集团有限公司
1980271.IB,19齐交债01,2019-09-16,企业债,山东高速集团有限公司
1924019.IB,19双福项目NPB,2019-09-16,企业债,重庆市双福建设开发有限公司
152266.SH,19武夷债,2019-09-16,企业债,南平武夷集团有限公司
1980274.IB,19豫投债01,2019-09-17,企业债,河南投资集团有限公司
1980277.IB,19潍滨专项债02,2019-09-17,企业债,潍坊滨海投资发展有限公司
1980272.IB,19沪建债01,2019-09-17,企业债,上海城投(集团)有限公司
1980273.IB,19沪建债02,2019-09-17,企业债,上海城投(集团)有限公司
152267.SH,19嘉善债,2019-09-18,企业债,嘉善县国有资产投资集团有限公司
1980269.IB,19舟山六横债01,2019-09-18,企业债,舟山市六横国有资产投资经营有限公司
1980270.IB,19桃源城投01,2019-09-18,企业债,桃源县城市建设投资开发有限公司
1980280.IB,19皋高债,2019-09-19,企业债,如皋高新技术园区开发有限公司
1980275.IB,19龙游国资债,2019-09-19,企业债,龙游县国有资产经营有限公司
152283.SH,19六横01,2019-09-20,企业债,舟山市六横国有资产投资经营有限公司
1980283.IB,19通瑞债01,2019-09-20,企业债,重庆市通瑞农业发展有限公司
152016.SH,PR水城务,2019-09-20,企业债,贵州水城水务投资有限责任公司
1980281.IB,19皖投债01,2019-09-23,企业债,安徽省投资集团控股有限公司
152270.SH,19河投01,2019-09-23,企业债,河南投资集团有限公司
152272.SH,19龙游债,2019-09-23,企业债,龙游县国有资产经营有限公司
1980276.IB,19临朐债,2019-09-23,企业债,临朐沂山实业有限公司
152271.SH,19齐交01,2019-09-24,企业债,山东高速集团有限公司
1980286.IB,19南京地铁绿色债01,2019-09-24,企业债,南京地铁集团有限公司
1980278.IB,19瑞丽仁隆债,2019-09-24,企业债,瑞丽仁隆投资开发有限责任公司
1980282.IB,19贵溪城投债,2019-09-25,企业债,贵溪市国有控股集团有限公司
152273.SH,19临朐债,2019-09-25,企业债,临朐沂山实业有限公司
1980284.IB,19黄石国资绿色债,2019-09-26,企业债,黄石市国有资产经营有限公司
1980261.IB,19宁德交投债01,2019-09-26,企业债,宁德市交通投资集团有限公司
1980287.IB,19蓉轨可续期02,2019-09-26,企业债,成都轨道交通集团有限公司
152280.SH,19贵溪债,2019-09-26,企业债,贵溪市国有控股集团有限公司
1980288.IB,19西峡债,2019-09-26,企业债,南阳财和投资有限公司
1980096.IB,19大悟城投债,2019-09-26,企业债,大悟县城市建设投资开发有限责任公司
1980294.IB,19武汉地铁绿色债01,2019-09-27,企业债,武汉地铁集团有限公司
1980295.IB,19萍昌盛债,2019-09-27,企业债,江西省萍乡市昌盛城市投资有限公司
152274.SH,19沪建01,2019-09-27,企业债,上海城投(集团)有限公司
152275.SH,19沪建02,2019-09-27,企业债,上海城投(集团)有限公司
152263.SH,G19承控1,2019-09-27,企业债,承德市国控投资集团有限责任公司
152277.SH,19皋高债,2019-09-27,企业债,如皋高新技术园区开发有限公司
1980247.IB,19四面专项债,2019-09-29,企业债,重庆市四面山旅游投资有限公司
1980289.IB,19银开债,2019-09-30,企业债,银川高新技术产业开发有限责任公司
152282.SH,19通瑞01,2019-09-30,企业债,重庆市通瑞农业发展有限公司
152285.SH,G19黄石,2019-10-08,企业债,黄石市国有资产经营有限公司
1980293.IB,19新渝管廊债,2019-10-08,企业债,新余市渝水区城区建设投资开发有限公司
152286.SH,19西峡债,2019-10-08,企业债,南阳财和投资有限公司
152276.SH,19瑞丽债,2019-10-08,企业债,瑞丽仁隆投资开发有限责任公司
1980290.IB,19吴江02,2019-10-09,企业债,苏州市吴江城市投资发展集团有限公司
152235.SH,19龙海02,2019-10-10,企业债,漳州市龙海区国有资产投资经营有限公司
1980298.IB,19长兴城投专项债,2019-10-10,企业债,长兴城市建设投资集团有限公司
152291.SH,19吴江02,2019-10-10,企业债,苏州市吴江城市投资发展集团有限公司
1980299.IB,19绵阳经开债02,2019-10-12,企业债,绵阳经开投资控股集团有限公司
152289.SH,G19萍昌,2019-10-14,企业债,江西省萍乡市昌盛城市投资有限公司
152290.SH,G19武铁1,2019-10-15,企业债,武汉地铁集团有限公司
139426.SH,19蓉轨Y2,2019-10-15,企业债,成都轨道交通集团有限公司
152287.SH,19四面债,2019-10-16,企业债,重庆市四面山旅游投资有限公司
1980302.IB,19张建发,2019-10-17,企业债,张家口建设发展集团有限公司
152295.SH,19长兴债,2019-10-17,企业债,长兴城市建设投资集团有限公司
152278.SH,19皖投02,2019-10-18,企业债,安徽省投资集团控股有限公司
152288.SH,G19宁铁1,2019-10-18,企业债,南京地铁集团有限公司
152293.SH,19银开债,2019-10-18,企业债,银川高新技术产业开发有限责任公司
152299.SH,19绵经02,2019-10-18,企业债,绵阳经开投资控股集团有限公司
152269.SH,19咸宁债,2019-10-21,企业债,咸宁市城市建设投资开发有限公司
152297.SH,19张建发,2019-10-23,企业债,张家口建设发展集团有限公司
1980303.IB,19山东高速债01,2019-10-23,企业债,山东高速集团有限公司
1980307.IB,19扬子国投债03,2019-10-24,企业债,南京扬子国资投资集团有限责任公司
1980306.IB,19达州国资债,2019-10-24,企业债,达州市高新科创有限公司
1980314.IB,19长子国资债01,2019-10-24,企业债,长子县国有资产经营有限公司
1980308.IB,19沪国际债,2019-10-25,企业债,上海国际集团有限公司
1980297.IB,19中原豫资债02,2019-10-25,企业债,中原豫资投资控股集团有限公司
152298.SH,19山高01,2019-10-25,企业债,山东高速集团有限公司
152284.SH,19大悟债,2019-10-25,企业债,大悟县城市建设投资开发有限责任公司
1980296.IB,19桃源城投02,2019-10-25,企业债,桃源县城市建设投资开发有限公司
1980311.IB,19海国资01,2019-10-29,企业债,北京市海淀区国有资本运营有限公司
1980310.IB,19南网债03,2019-10-29,企业债,中国南方电网有限责任公司
152302.SH,19国资债,2019-10-30,企业债,达州市高新科创有限公司
1980309.IB,19舟山金建债02,2019-10-30,企业债,舟山金建投资有限责任公司
152279.SH,19桃源01,2019-10-30,企业债,桃源县城市建设投资开发有限公司
1980315.IB,19扬州易盛德01,2019-10-30,企业债,扬州易盛德产业发展有限公司
152301.SH,19沪国际,2019-10-31,企业债,上海国际集团有限公司
1980318.IB,19扬子国投债04,2019-10-31,企业债,南京扬子国资投资集团有限责任公司
152294.SH,19中豫02,2019-10-31,企业债,中原豫资投资控股集团有限公司
1980312.IB,19金灌债02,2019-10-31,企业债,江苏金灌投资发展集团有限公司
152309.SH,19金建02,2019-10-31,企业债,舟山金建投资有限责任公司
152300.SH,19扬子03,2019-11-01,企业债,南京扬子国资投资集团有限责任公司
1980317.IB,19芜湖战新债01,2019-11-04,企业债,芜湖市建设投资有限公司
1980327.IB,19德清债01,2019-11-04,企业债,德清县恒达建设发展有限公司
1980321.IB,19广元建设债01,2019-11-05,企业债,广元市园区建设投资有限公司
152307.SH,19金灌02,2019-11-05,企业债,江苏金灌投资发展集团有限公司
1980313.IB,19商都绿色债,2019-11-05,企业债,曹县商都投资有限公司
152303.SH,19南网07,2019-11-05,企业债,中国南方电网有限责任公司
111085.SZ,19芜专01,2019-11-06,企业债,芜湖市建设投资有限公司
152308.SH,19扬子04,2019-11-06,企业债,南京扬子国资投资集团有限责任公司
1980301.IB,19梁平园区债,2019-11-06,企业债,重庆梁平工业园区建设开发有限责任公司
152304.SH,19易盛德,2019-11-06,企业债,扬州易盛德产业发展有限公司
1980323.IB,19华发集团01,2019-11-07,企业债,珠海华发集团有限公司
1980324.IB,19天泰债,2019-11-07,企业债,遂宁市天泰实业有限责任公司
152305.SH,19海资01,2019-11-08,企业债,北京市海淀区国有资本运营有限公司
1980328.IB,19涪陵新区专项债,2019-11-08,企业债,重庆市涪陵区新城区开发(集团)有限公司
1980322.IB,19沛经开,2019-11-08,企业债,沛县经济开发区发展有限公司
1980300.IB,19西投债01,2019-11-11,企业债,西安投资控股有限公司
1980330.IB,19兴堰专项债01,2019-11-11,企业债,都江堰兴堰投资有限公司
152318.SH,PR天泰01,2019-11-11,企业债,遂宁市天泰实业有限责任公司
1980329.IB,19嵊州债02,2019-11-11,企业债,嵊州市城市建设投资发展集团有限公司
152312.SH,19梁平债,2019-11-11,企业债,重庆梁平工业园区建设开发有限责任公司
152164.SH,19德清01,2019-11-12,企业债,德清县恒达建设发展有限公司
1980326.IB,19宁明债01,2019-11-12,企业债,广西宁明惠宁建设投资集团有限公司
1980333.IB,19西咸集团债01,2019-11-12,企业债,陕西西咸新区发展集团有限公司
1980334.IB,19西咸集团债02,2019-11-12,企业债,陕西西咸新区发展集团有限公司
152306.SH,19嵊城02,2019-11-13,企业债,嵊州市城市建设投资发展集团有限公司
152315.SH,19沛经开,2019-11-13,企业债,沛县经济开发区发展有限公司
152292.SH,19桃源02,2019-11-13,企业债,桃源县城市建设投资开发有限公司
152311.SH,19西投01,2019-11-14,企业债,西安投资控股有限公司
152310.SH,19广建01,2019-11-14,企业债,广元市园区建设投资有限公司
152316.SH,19兴堰01,2019-11-14,企业债,都江堰兴堰投资有限公司
1980316.IB,19郑公住投债01,2019-11-14,企业债,郑州公共住宅建设投资有限公司
111086.SZ,19华发债,2019-11-15,企业债,珠海华发集团有限公司
139427.SH,G19商都1,2019-11-15,企业债,曹县商都投资有限公司
139428.SH,19惠宁01,2019-11-15,企业债,广西宁明惠宁建设投资集团有限公司
152319.SH,19西咸01,2019-11-15,企业债,陕西西咸新区发展集团有限公司
152320.SH,19西咸02,2019-11-15,企业债,陕西西咸新区发展集团有限公司
1980337.IB,19云建投债02,2019-11-18,企业债,云南省建设投资控股集团有限公司
1980335.IB,19陕投债03,2019-11-19,企业债,陕西投资集团有限公司
1980336.IB,19仪征众鑫债01,2019-11-19,企业债,仪征市众鑫建设开发有限公司
1924020.IB,19绵阳停车项目NPB01,2019-11-20,企业债,绵阳市城市停车管理有限公司
1980341.IB,19成产业债01,2019-11-21,企业债,成都产业投资集团有限公司
1980342.IB,19成产业债02,2019-11-21,企业债,成都产业投资集团有限公司
1980340.IB,19长沙含浦债02,2019-11-21,企业债,湖南智谷投资发展集团有限公司
1980339.IB,19长沙含浦债01,2019-11-21,企业债,湖南智谷投资发展集团有限公司
1980338.IB,19天水城投债01,2019-11-21,企业债,天水市城市建设投资(集团)有限公司
1980347.IB,19齐交债02,2019-11-22,企业债,山东高速集团有限公司
139429.SH,19陕投Y1,2019-11-25,企业债,陕西投资集团有限公司
1980345.IB,19永安双创债01,2019-11-26,企业债,永安市国有资产投资经营有限责任公司
152317.SH,19涪新债,2019-11-26,企业债,重庆市涪陵区新城区开发(集团)有限公司
1980346.IB,19吉安债,2019-11-26,企业债,吉安市城市建设投资开发有限公司
152330.SH,19含浦02,2019-11-26,企业债,湖南智谷投资发展集团有限公司
152329.SH,19含浦01,2019-11-26,企业债,湖南智谷投资发展集团有限公司
152322.SH,19蓉产01,2019-11-27,企业债,成都产业投资集团有限公司
152323.SH,19蓉产02,2019-11-27,企业债,成都产业投资集团有限公司
1980353.IB,19南网债04,2019-11-27,企业债,中国南方电网有限责任公司
1980351.IB,19山东高速债02,2019-11-28,企业债,山东高速集团有限公司
152331.SH,19齐交02,2019-11-28,企业债,山东高速集团有限公司
1980349.IB,19宏财专项债02,2019-11-29,企业债,贵州宏财投资集团有限责任公司
152327.SH,19吉安债,2019-11-29,企业债,吉安市城市建设投资开发有限公司
1980352.IB,19乌高铁01,2019-11-29,企业债,乌鲁木齐经济技术开发区高铁枢纽综合投资(集团)有限公司
152325.SH,19绵安01,2019-11-29,企业债,绵阳安州投资控股集团有限公司
152335.SH,19山高02,2019-12-02,企业债,山东高速集团有限公司
1980155.IB,19贵阳高科债,2019-12-02,企业债,贵阳高科控股集团有限公司
152313.SH,19郑住投,2019-12-02,企业债,郑州公共住宅建设投资有限公司
1980348.IB,19兴蓉绿色债02,2019-12-02,企业债,成都市兴蓉环境股份有限公司
152333.SH,19南网08,2019-12-03,企业债,中国南方电网有限责任公司
152334.SH,19贵高科,2019-12-04,企业债,贵阳高科控股集团有限公司
1980344.IB,19安陆建投债01,2019-12-04,企业债,安陆市建设开发投资有限公司
1924021.IB,19兴国项目债,2019-12-04,企业债,兴国县城市发展投资有限责任公司
1924022.IB,19富交停车项目NPB,2019-12-05,企业债,杭州富阳交通发展投资集团有限公司
1980359.IB,19鄂交投可续期01,2019-12-05,企业债,湖北交通投资集团有限公司
152324.SH,19云建02,2019-12-05,企业债,云南省建设投资控股集团有限公司
1980356.IB,19禅城城建债01,2019-12-06,企业债,佛山市禅城区城市设施开发建设有限公司
1980362.IB,19赣县城投债,2019-12-06,企业债,赣州市赣县区城市建设投资集团有限公司
152326.SH,19天水01,2019-12-06,企业债,天水市城市建设投资(集团)有限公司
1980343.IB,19绵安专债01,2019-12-06,企业债,绵阳安州投资控股集团有限公司
1980361.IB,19河钢债01,2019-12-09,企业债,河钢集团有限公司
111087.SZ,19兴蓉G2,2019-12-09,企业债,成都市兴蓉环境股份有限公司
1980357.IB,19柯城国资债,2019-12-09,企业债,衢州市柯城区国有资产经营有限责任公司
1980363.IB,19新乡平原债,2019-12-09,企业债,新乡平原示范区投资集团有限公司
152337.SH,19禅城01,2019-12-10,企业债,佛山市禅城区城市设施开发建设有限公司
139430.SH,19鄂交Y1,2019-12-10,企业债,湖北交通投资集团有限公司
1980355.IB,19夷陵大保护绿色NPB,2019-12-10,企业债,湖北夷陵经济发展集团有限公司
1980360.IB,19国兴债03,2019-12-10,企业债,浙江国兴投资集团有限公司
152343.SH,19柯城债,2019-12-10,企业债,衢州市柯城区国有资产经营有限责任公司
152340.SH,G19水投2,2019-12-11,企业债,广州市水务投资集团有限公司
1980358.IB,19广水投绿色债02,2019-12-11,企业债,广州市水务投资集团有限公司
152321.SH,19众鑫01,2019-12-11,企业债,仪征市众鑫建设开发有限公司
152341.SH,19赣城投,2019-12-11,企业债,赣州市赣县区城市建设投资集团有限公司
152332.SH,19乌铁01,2019-12-11,企业债,乌鲁木齐经济技术开发区高铁枢纽综合投资(集团)有限公司
1980369.IB,19新天地债,2019-12-12,企业债,如东县新天地投资发展有限公司
152338.SH,19国兴03,2019-12-12,企业债,浙江国兴投资集团有限公司
1980364.IB,19天山置业债,2019-12-12,企业债,南通天山置业有限公司
1980367.IB,19埇桥城投债,2019-12-12,企业债,宿州埇桥城投集团(控股)有限公司
1980365.IB,19天水城投债02,2019-12-12,企业债,天水市城市建设投资(集团)有限公司
1980371.IB,19国投债01,2019-12-13,企业债,国家开发投资集团有限公司
139431.SH,19河钢01,2019-12-13,企业债,河钢集团有限公司
152346.SH,19新天地,2019-12-16,企业债,如东县新天地投资发展有限公司
1980368.IB,19崇川债,2019-12-16,企业债,南通市崇川城市建设投资有限公司
152296.SH,19长子01,2019-12-16,企业债,长子县国有资产经营有限公司
1980373.IB,19青岛地铁绿色债02,2019-12-17,企业债,青岛地铁集团有限公司
1980366.IB,19渝两江双创债02,2019-12-17,企业债,重庆两江新区开发投资集团有限公司
152336.SH,19安陆01,2019-12-18,企业债,安陆市建设开发投资有限公司
1980379.IB,19黄岩绿色债,2019-12-18,企业债,台州市黄岩国有资本投资运营集团有限公司
1980372.IB,19潜江城投债02,2019-12-18,企业债,潜江市城市建设投资开发有限公司
1980383.IB,19陕煤债01,2019-12-18,企业债,陕西煤业化工集团有限责任公司
152342.SH,19埇桥债,2019-12-18,企业债,宿州埇桥城投集团(控股)有限公司
152328.SH,19永安01,2019-12-19,企业债,永安市国有资产投资经营有限责任公司
1980380.IB,19双鸭山债03,2019-12-19,企业债,双鸭山市大地城市建设开发投资有限公司
152344.SH,19崇川债,2019-12-19,企业债,南通市崇川城市建设投资有限公司
152348.SH,19渝江02,2019-12-19,企业债,重庆两江新区开发投资集团有限公司
152345.SH,19天山债,2019-12-19,企业债,南通天山置业有限公司
1980377.IB,19宁海新城债,2019-12-19,企业债,宁海宁东新城开发投资有限公司
152347.SH,19天水02,2019-12-19,企业债,天水市城市建设投资(集团)有限公司
1924023.IB,19峨眉山旅游NPB01,2019-12-19,企业债,峨眉山旅游发展有限公司
1980386.IB,19首创集团可续期债01,2019-12-20,企业债,北京首都创业集团有限公司
1980374.IB,19福州城投债02,2019-12-20,企业债,福州城市建设投资集团有限公司
